+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x123i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x124i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x125i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x126i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x127i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x128i                        ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x129i                        ; 6     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x130i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x131i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x132i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x133i                        ; 6     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x134i                        ; 6     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x135i                        ; 6     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x136i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x137i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x138i                        ; 6     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x139i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x140i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x141i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc|x142i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c|cc                              ; 56    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|c                                 ; 56    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x16i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x17i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x18i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x19i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x20i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x21i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x22i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x23i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x24i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x25i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x26i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x27i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x28i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x29i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x30i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x31i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x0i                          ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x1i                          ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x2i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x3i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x4i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x5i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x6i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x7i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x8i                          ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x9i                          ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x10i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x11i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x12i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x13i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x14i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x15i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x32i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x33i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x34i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x35i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x36i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x37i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x38i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x39i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x40i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x41i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x42i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x43i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x44i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x45i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x46i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x47i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x48i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x49i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x50i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x51i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x52i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x53i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x54i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x55i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x57i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x58i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x59i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x60i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x61i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x62i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x63i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc|x64i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b|cc                              ; 48    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|b                                 ; 48    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x8i                          ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x9i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x10i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x11i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x12i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x13i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x14i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x15i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x16i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x17i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x18i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x19i                         ; 6     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x20i                         ; 6     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
